QUERYID	BIN_ID	GCF_final	CONTIG	LENGTH	NB_GENE	TYPE	detector	deepbgc_score	cat_name	anno_taxon	in_curated_db	in_HRGM	novel
opera_contig_174117_135966-168060.1	TLL22_bin.17	2193	opera_contig_174117	32094	31	RiPP	deepbgc	0.77497	Isolate	Faecalibacterium_prausnitzii_C	FALSE	FALSE	TRUE
opera_contig_174117_204900-223604.1	TLL22_bin.17	11147	opera_contig_174117	18704	17	Saccharide	deepbgc	0.94986	Isolate	Faecalibacterium_prausnitzii_C	FALSE	FALSE	TRUE
opera_contig_174118_147697-158764.1	TLL89_bin.10	10406	opera_contig_174118	11067	9	Saccharide	deepbgc	0.78085	Isolate	Blautia_A_wexlerae	FALSE	FALSE	TRUE
opera_contig_174119_234575-257141.1	TLL89_bin.10	11403	opera_contig_174119	22566	15	Saccharide	deepbgc	0.87049	Isolate	Blautia_A_wexlerae	FALSE	FALSE	TRUE
opera_contig_174120_100419-105738.1	TLL89_bin.10	14653	opera_contig_174120	5319	3	Other	deepbgc	0.56407	Isolate	Blautia_A_wexlerae	FALSE	FALSE	TRUE
opera_contig_174121_133042-140254.1	TLL89_bin.10	1614	opera_contig_174121	7212	9	RiPP	deepbgc	0.68112	Isolate	Blautia_A_wexlerae	FALSE	FALSE	TRUE
opera_contig_174130_66041-79993.1	TLL22_bin.80	8672	opera_contig_174130	13952	11	Saccharide	deepbgc	0.79525	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_174140_2959-13642.1	TLL22_bin.80	14933	opera_contig_174140	10683	10	Other	deepbgc	0.67853	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_174144_36274-38768.1	TLL22_bin.80	6651	opera_contig_174144	2494	2	Polyketide	deepbgc	0.52805	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_174163_211-2519.1	TLL22_bin.80	5995	opera_contig_174163	2308	2	Polyketide	deepbgc	0.63624	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_174176_2-13610.1	TLL22_bin.80	8671	opera_contig_174176	13608	12	Saccharide	deepbgc	0.9715	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_174178_482702-515711.1	TLL89_bin.28	10018	opera_contig_174178	33009	32	Saccharide	deepbgc	0.91671	Isolate	Bacteroides_uniformis	FALSE	FALSE	TRUE
opera_contig_174178_518171-521513.1	TLL89_bin.28	4142	opera_contig_174178	3342	2	RiPP	deepbgc	0.57244	Isolate	Bacteroides_uniformis	FALSE	FALSE	TRUE
opera_contig_174189_1-10593.1	TLL89_bin.28	8834	opera_contig_174189	10592	12	Saccharide	deepbgc	0.83789	Isolate	Bacteroides_uniformis	FALSE	FALSE	TRUE
opera_contig_174193_4409-9020.1	TLL93_bin.47	2194	opera_contig_174193	4611	7	RiPP	deepbgc	0.7038	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_1742_236-5836.1	TLL21_bin.13	2195	opera_contig_1742	5600	4	RiPP	deepbgc	0.66626	MAG	Odoribacteraceae_SGB_1781	FALSE	FALSE	TRUE
opera_contig_174210_1103-11267.1	TLL93_bin.47	10407	opera_contig_174210	10164	16	Saccharide	deepbgc	0.6824	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_174218_6113-8841.1	TLL89_bin.12	6564	opera_contig_174218	2728	4	Polyketide	deepbgc	0.54523	MAG	Oscillibacter_sp900066435	FALSE	FALSE	TRUE
opera_contig_174229_106665-118540.1	TLL22_bin.5	10140	opera_contig_174229	11875	10	Saccharide	deepbgc	0.63494	MAG	Ruminococcus_C_sp000433635	FALSE	FALSE	TRUE
opera_contig_174245_125960-159610.1	TLL89_bin.41	12728	opera_contig_174245	33650	38	Saccharide	deepbgc	0.91607	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_174248_151751-170632.1	TLL89_bin.41	8870	opera_contig_174248	18881	23	Saccharide	deepbgc	0.80418	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_174265_755-16558.1	TLL89_bin.68	10408	opera_contig_174265	15803	19	Saccharide	deepbgc	0.88841	Isolate	Clostridium_Q_sp003024715	FALSE	FALSE	TRUE
opera_contig_174368_19555-24705.1	TLL14_bin.33	10409	opera_contig_174368	5150	8	Saccharide	deepbgc	0.57945	MAG	Lachnospira_sp000436475	FALSE	FALSE	TRUE
opera_contig_174369_1275-47255.1	TLL14_bin.33	10410	opera_contig_174369	45980	41	Saccharide	deepbgc	0.8877	MAG	Lachnospira_sp000436475	FALSE	TRUE	FALSE
opera_contig_174376_23589-29059.1	TLL14_bin.33	5559	opera_contig_174376	5470	6	NRP	deepbgc	0.83043	MAG	Lachnospira_sp000436475	FALSE	FALSE	TRUE
opera_contig_174379_1224-24402.1	TLL14_bin.33	10411	opera_contig_174379	23178	20	Saccharide	deepbgc	0.82368	MAG	Lachnospira_sp000436475	FALSE	FALSE	TRUE
opera_contig_174386_47993-52925.1	TLL14_bin.33	2196	opera_contig_174386	4932	6	RiPP	deepbgc	0.84336	MAG	Lachnospira_sp000436475	FALSE	FALSE	TRUE
opera_contig_1744_2-2893.1	TLL39_bin.34	2198	opera_contig_1744	2891	3	RiPP	deepbgc	0.64284	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174413_81-12426.1	TLL22_bin.56	9912	opera_contig_174413	12345	11	Saccharide	deepbgc	0.94915	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174415_188186-213605.1	TLL93_bin.78	10412	opera_contig_174415	25419	25	Saccharide	deepbgc	0.84682	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_174417_46503-110376.1	TLL93_bin.78	10331	opera_contig_174417	63873	54	Saccharide	deepbgc	0.88288	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_174423_34698-40033.1	TLL22_bin.56	2197	opera_contig_174423	5335	7	RiPP	deepbgc	0.71979	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174425_1390-14610.1	TLL93_bin.78	12612	opera_contig_174425	13220	14	Saccharide	deepbgc	0.76956	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_174432_18886-28603.1	TLL22_bin.56	6565	opera_contig_174432	9717	15	Polyketide	deepbgc	0.8153	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174441_617872-623399.1	TLL93_bin.14	4389	opera_contig_174441	5527	5	RiPP	deepbgc	0.61138	Isolate	Bifidobacterium_bifidum	FALSE	FALSE	TRUE
opera_contig_174442_1-2688.1	TLL93_bin.14	6566	opera_contig_174442	2687	3	Polyketide	deepbgc	0.57849	Isolate	Bifidobacterium_bifidum	FALSE	FALSE	TRUE
opera_contig_174459_8030-15910.1	TLL22_bin.56	14934	opera_contig_174459	7880	9	Other	deepbgc	0.90597	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174461_1-6654.1	TLL89_bin.81	14935	opera_contig_174461	6653	7	Other	deepbgc	0.68671	MAG	Ruminiclostridium_C_sp000435295	FALSE	FALSE	TRUE
opera_contig_174462_140-15237.1	TLL22_bin.56	10413	opera_contig_174462	15097	17	Saccharide	deepbgc	0.96553	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174468_150-5740.1	TLL89_bin.81	6567	opera_contig_174468	5590	8	Polyketide	deepbgc	0.9408	MAG	Ruminiclostridium_C_sp000435295	FALSE	FALSE	TRUE
opera_contig_174487_0-4054.1	TLL89_bin.81	15475	opera_contig_174487	4054	7	Other	deepbgc	0.87529	MAG	Ruminiclostridium_C_sp000435295	FALSE	FALSE	TRUE
opera_contig_174498_33-7093.1	TLL22_bin.56	10414	opera_contig_174498	7060	6	Saccharide	deepbgc	0.72111	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_1745_283-6411.1	TLL93_bin.35	6571	opera_contig_1745	6128	5	Polyketide	deepbgc	0.6795	Isolate	Adlercreutzia_equolifaciens	FALSE	FALSE	TRUE
opera_contig_174502_1-3615.1	TLL22_bin.56	6568	opera_contig_174502	3614	5	Polyketide	deepbgc	0.60099	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174515_37-3053.1	TLL22_bin.56	6569	opera_contig_174515	3016	3	Polyketide	deepbgc	0.58998	Isolate	Lachnospira_rogosae	FALSE	FALSE	TRUE
opera_contig_174523_103335-124032.1	TLL93_bin.40	11934	opera_contig_174523	20697	12	Saccharide	deepbgc	0.85469	MAG	Blautia_A_sp900066335	FALSE	FALSE	TRUE
opera_contig_174523_128856-131053.1	TLL93_bin.40	11432	opera_contig_174523	2197	2	Saccharide	deepbgc	0.53261	MAG	Blautia_A_sp900066335	FALSE	FALSE	TRUE
opera_contig_174547_76634-87082.1	TLL22_bin.84	6985	opera_contig_174547	10448	11	Polyketide	deepbgc	0.88236	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_174550_1-2785.1	TLL22_bin.84	10415	opera_contig_174550	2784	3	Saccharide	deepbgc	0.59775	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_174552_27025-33103.1	TLL22_bin.84	2187	opera_contig_174552	6078	6	RiPP	deepbgc	0.59226	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_174553_1-15008.1	TLL22_bin.84	11359	opera_contig_174553	15007	15	Saccharide	deepbgc	0.87606	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_174553_75164-94300.1	TLL93_bin.53	9814	opera_contig_174553	19136	23	Saccharide	deepbgc	0.8092	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174563_46689-67219.1	TLL93_bin.53	10416	opera_contig_174563	20530	30	Saccharide	deepbgc	0.73022	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174564_21038-37316.1	TLL89_bin.45	10641	opera_contig_174564	16278	14	Saccharide	deepbgc	0.80739	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174564_960983-979395.1	TLL22_bin.18	9814	opera_contig_174564	18412	14	Saccharide	deepbgc	0.82265	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174565_130773-173979.1	TLL22_bin.18	8491	opera_contig_174565	43206	33	Saccharide	deepbgc	0.89761	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174565_178343-215855.1	TLL22_bin.18	10417	opera_contig_174565	37512	34	Saccharide	deepbgc	0.82936	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174565_220084-224476.1	TLL22_bin.18	2199	opera_contig_174565	4392	3	RiPP	deepbgc	0.54078	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174565_227774-234049.1	TLL22_bin.18	2200	opera_contig_174565	6275	8	RiPP	deepbgc	0.52337	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174566_109014-114869.1	TLL89_bin.45	15401	opera_contig_174566	5855	5	Other	deepbgc	0.54335	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174568_42060-47411.1	TLL89_bin.45	6012	opera_contig_174568	5351	6	Polyketide	deepbgc	0.82237	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174570_260-9778.1	TLL89_bin.45	6179	opera_contig_174570	9518	9	Polyketide	deepbgc	0.69445	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174570_880853-903415.1	TLL22_bin.3	12707	opera_contig_174570	22562	18	Saccharide	deepbgc	0.807	Isolate	Bifidobacterium_bifidum	FALSE	FALSE	TRUE
opera_contig_174573_11013-17439.1	TLL89_bin.45	15313	opera_contig_174573	6426	9	Other	deepbgc	0.60841	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174574_299-10482.1	TLL89_bin.45	6570	opera_contig_174574	10183	11	Polyketide	deepbgc	0.77304	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174579_2-10166.1	TLL93_bin.68	10418	opera_contig_174579	10164	17	Saccharide	deepbgc	0.95625	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_174591_653-16589.1	TLL89_bin.112	12612	opera_contig_174591	15936	17	Saccharide	deepbgc	0.76428	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_174593_297277-300502.1	TLL89_bin.112	2201	opera_contig_174593	3225	3	RiPP	deepbgc	0.55825	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_174594_126348-143783.1	TLL89_bin.112	12178	opera_contig_174594	17435	16	Saccharide	deepbgc	0.84325	Isolate	Coprococcus_sp900066115	FALSE	FALSE	TRUE
opera_contig_1746_412-9070.1	TLL13_bin.91	13041	opera_contig_1746	8658	8	Saccharide	deepbgc	0.80398	Isolate	Bacteroides_fragilis	FALSE	FALSE	TRUE
opera_contig_174604_13015-27105.1	TLL93_bin.68	14936	opera_contig_174604	14090	20	Other	deepbgc	0.66054	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_174616_142336-152869.1	TLL14_bin.28	10419	opera_contig_174616	10533	11	Saccharide	deepbgc	0.70638	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
opera_contig_174616_67594-88598.1	TLL14_bin.28	11053	opera_contig_174616	21004	19	Saccharide	deepbgc	0.86594	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
opera_contig_174617_70631-84030.1	TLL14_bin.28	10420	opera_contig_174617	13399	19	Saccharide	deepbgc	0.78047	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
opera_contig_174619_0-6728.1	TLL93_bin.53	2202	opera_contig_174619	6728	11	RiPP	deepbgc	0.88335	MAG	Clostridium_SGB_6179	FALSE	FALSE	TRUE
opera_contig_174622_2358-13374.1	TLL89_bin.46	1451	opera_contig_174622	11016	10	RiPP	deepbgc	0.64762	Isolate	Bifidobacterium_bifidum	FALSE	FALSE	TRUE
opera_contig_174622_8032-14523.1	TLL14_bin.28	6572	opera_contig_174622	6491	5	Polyketide	deepbgc	0.62943	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
opera_contig_174632_858-3011.1	TLL89_bin.106	10421	opera_contig_174632	2153	2	Saccharide	deepbgc	0.70945	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174638_119063-147905.1	TLL89_bin.106	9259	opera_contig_174638	28842	23	Saccharide	deepbgc	0.83141	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174639_0-15635.1	TLL89_bin.106	10422	opera_contig_174639	15635	14	Saccharide	deepbgc	0.93257	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174642_121609-125511.1	TLL89_bin.106	15030	opera_contig_174642	3902	4	Other	deepbgc	0.68725	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174645_17102-22544.1	TLL14_bin.28	2203	opera_contig_174645	5442	7	RiPP	deepbgc	0.60558	Isolate	Blautia_A_massiliensis	FALSE	FALSE	TRUE
opera_contig_174650_412-17032.1	TLL89_bin.106	10423	opera_contig_174650	16620	19	Saccharide	deepbgc	0.96584	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174653_34040-65172.1	TLL89_bin.71	10424	opera_contig_174653	31132	36	Saccharide	deepbgc	0.8808	Isolate	Bacteroides_thetaiotaomicron	FALSE	FALSE	TRUE
opera_contig_174678_1361246-1365046.1	TLL89_bin.92	10642	opera_contig_174678	3800	2	Saccharide	deepbgc	0.55446	MAG	CAG-41_sp900066215	FALSE	FALSE	TRUE
opera_contig_174679_188341-191008.1	TLL89_bin.92	5568	opera_contig_174679	2667	2	NRP	deepbgc	0.53577	MAG	CAG-41_sp900066215	FALSE	FALSE	TRUE
opera_contig_174679_342805-360500.1	TLL89_bin.92	5545	opera_contig_174679	17695	17	NRP	deepbgc	0.79152	MAG	CAG-41_sp900066215	FALSE	FALSE	TRUE
opera_contig_174679_75506-79275.1	TLL89_bin.92	14890	opera_contig_174679	3769	3	Other	deepbgc	0.56177	MAG	CAG-41_sp900066215	FALSE	FALSE	TRUE
opera_contig_174685_78423-89105.1	TLL89_bin.109	719	opera_contig_174685	10682	15	RiPP	deepbgc	0.77938	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174696_429447-442189.1	TLL89_bin.107	1376	opera_contig_174696	12742	11	RiPP	deepbgc	0.64101	Isolate	Ruminococcus_D_bicirculans	FALSE	FALSE	TRUE
opera_contig_174697_343911-349892.1	TLL89_bin.107	2204	opera_contig_174697	5981	8	RiPP	deepbgc	0.65695	Isolate	Ruminococcus_D_bicirculans	FALSE	FALSE	TRUE
opera_contig_1747_141-10805.1	TLL43_bin.99	10434	opera_contig_1747	10664	11	Saccharide	deepbgc	0.69047	MAG	Clostridiales_unclassified_SGB_15239	FALSE	FALSE	TRUE
opera_contig_1747_2-8479.1	TLL14_bin.75	2208	opera_contig_1747	8477	8	RiPP	deepbgc	0.84057	Novel	NS_160	FALSE	FALSE	TRUE
opera_contig_1747_328-3132.1	TLL15_bin.32	2209	opera_contig_1747	2804	2	RiPP	deepbgc	0.63738	Novel	NS_671	FALSE	FALSE	TRUE
opera_contig_174700_17763-39876.1	TLL89_bin.76	10425	opera_contig_174700	22113	23	Saccharide	deepbgc	0.91587	Isolate	Bacteroides_eggerthii	FALSE	FALSE	TRUE
opera_contig_174700_4549-7071.1	TLL22_bin.34	6573	opera_contig_174700	2522	4	Polyketide	deepbgc	0.51247	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174700_697204-699355.1	TLL89_bin.76	10426	opera_contig_174700	2151	3	Saccharide	deepbgc	0.61364	Isolate	Bacteroides_eggerthii	FALSE	FALSE	TRUE
opera_contig_174700_704513-710909.1	TLL89_bin.76	10427	opera_contig_174700	6396	8	Saccharide	deepbgc	0.62092	Isolate	Bacteroides_eggerthii	FALSE	FALSE	TRUE
opera_contig_174700_74501-90113.1	TLL22_bin.34	10428	opera_contig_174700	15612	19	Saccharide	deepbgc	0.81799	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174701_189748-217735.1	TLL89_bin.76	10429	opera_contig_174701	27987	24	Saccharide	deepbgc	0.86281	Isolate	Bacteroides_eggerthii	FALSE	FALSE	TRUE
opera_contig_174701_94865-108011.1	TLL89_bin.76	10430	opera_contig_174701	13146	13	Saccharide	deepbgc	0.69032	Isolate	Bacteroides_eggerthii	FALSE	FALSE	TRUE
opera_contig_174704_1063395-1066770.1	TLL14_bin.16	1788	opera_contig_174704	3375	4	RiPP	deepbgc	0.55973	Isolate	Bifidobacterium_longum	FALSE	FALSE	TRUE
opera_contig_174704_503304-507186.1	TLL14_bin.16	1789	opera_contig_174704	3882	6	RiPP	deepbgc	0.71737	Isolate	Bifidobacterium_longum	FALSE	FALSE	TRUE
opera_contig_174704_85755-92565.1	TLL22_bin.34	10431	opera_contig_174704	6810	7	Saccharide	deepbgc	0.87184	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174713_39216-64723.1	TLL22_bin.34	10432	opera_contig_174713	25507	19	Saccharide	deepbgc	0.89273	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174714_1148943-1152032.1	TLL89_bin.89	8145	opera_contig_174714	3089	2	Polyketide	deepbgc	0.60868	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174714_93284-103661.1	TLL89_bin.89	11647	opera_contig_174714	10377	8	Saccharide	deepbgc	0.77949	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174726_122495-184212.1	TLL14_bin.9	10905	opera_contig_174726	61717	50	Saccharide	deepbgc	0.93072	Isolate	Anaerostipes_hadrus	FALSE	FALSE	TRUE
opera_contig_174728_140147-166199.1	TLL14_bin.9	10572	opera_contig_174728	26052	23	Saccharide	deepbgc	0.93707	Isolate	Anaerostipes_hadrus	FALSE	FALSE	TRUE
opera_contig_174743_56-28736.1	TLL22_bin.34	9631	opera_contig_174743	28680	30	Saccharide	deepbgc	0.92026	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174754_64895-108589.1	TLL14_bin.59	8454	opera_contig_174754	43694	44	Saccharide	deepbgc	0.86462	MAG	Enterocloster_sp900541315_SRR3582149_bin.15	FALSE	FALSE	TRUE
opera_contig_174758_227-37196.1	TLL14_bin.59	10522	opera_contig_174758	36969	39	Saccharide	deepbgc	0.90598	MAG	Enterocloster_sp900541315_SRR3582149_bin.15	FALSE	FALSE	TRUE
opera_contig_174763_39823-42144.1	TLL14_bin.59	2205	opera_contig_174763	2321	2	RiPP	deepbgc	0.62988	MAG	Enterocloster_sp900541315_SRR3582149_bin.15	FALSE	FALSE	TRUE
opera_contig_174765_0-4344.1	TLL22_bin.34	2206	opera_contig_174765	4344	3	RiPP	deepbgc	0.57493	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_174767_26559-33728.1	TLL14_bin.59	2207	opera_contig_174767	7169	7	RiPP	deepbgc	0.57953	MAG	Enterocloster_sp900541315_SRR3582149_bin.15	FALSE	FALSE	TRUE
opera_contig_174769_105138-115059.1	TLL93_bin.15	5208	opera_contig_174769	9921	12	RiPP	deepbgc	0.70735	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174769_623085-632283.1	TLL93_bin.15	14937	opera_contig_174769	9198	13	Other	deepbgc	0.626	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174774_819438-821951.1	TLL89_bin.1	6182	opera_contig_174774	2513	2	Polyketide	deepbgc	0.52994	Isolate	Acidaminococcus_intestini	FALSE	FALSE	TRUE
opera_contig_174775_173608-177311.1	TLL93_bin.99	11606	opera_contig_174775	3703	3	Saccharide	deepbgc	0.59194	Isolate	Eubacterium_E_hallii	FALSE	FALSE	TRUE
opera_contig_174782_36286-56015.1	TLL22_bin.55	9503	opera_contig_174782	19729	25	Saccharide	deepbgc	0.85472	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_174796_24274-33655.1	TLL93_bin.26	9218	opera_contig_174796	9381	8	Saccharide	deepbgc	0.73898	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174798_256943-296764.1	TLL14_bin.84	11445	opera_contig_174798	39821	40	Saccharide	deepbgc	0.859	Isolate	Faecalicatena_faecis	FALSE	FALSE	TRUE
opera_contig_174798_60152-74104.1	TLL14_bin.84	10433	opera_contig_174798	13952	15	Saccharide	deepbgc	0.83109	Isolate	Faecalicatena_faecis	FALSE	FALSE	TRUE
opera_contig_174799_6989-23064.1	TLL22_bin.55	14938	opera_contig_174799	16075	24	Other	deepbgc	0.8038	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_1748_1170-4492.1	TLL03_bin.54	10440	opera_contig_1748	3322	7	Saccharide	deepbgc	0.69841	MAG	UBA7160_SGB_4781	FALSE	FALSE	TRUE
opera_contig_1748_52-7105.1	TLL24_bin.7	10441	opera_contig_1748	7053	11	Saccharide	deepbgc	0.97919	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_174800_73288-109589.1	TLL14_bin.84	9393	opera_contig_174800	36301	28	Saccharide	deepbgc	0.90093	Isolate	Faecalicatena_faecis	FALSE	FALSE	TRUE
opera_contig_174805_96340-121483.1	TLL14_bin.84	10435	opera_contig_174805	25143	25	Saccharide	deepbgc	0.88666	Isolate	Faecalicatena_faecis	FALSE	TRUE	FALSE
opera_contig_174806_22803-25825.1	TLL22_bin.55	6574	opera_contig_174806	3022	6	Polyketide	deepbgc	0.64472	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_174806_35402-47433.1	TLL93_bin.26	2154	opera_contig_174806	12031	10	RiPP	deepbgc	0.57379	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174813_1002-4421.1	TLL93_bin.26	5598	opera_contig_174813	3419	3	NRP	deepbgc	0.77105	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174820_216616-237207.1	TLL14_bin.20	9070	opera_contig_174820	20591	14	Saccharide	deepbgc	0.87896	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_174821_209932-216517.1	TLL14_bin.20	9293	opera_contig_174821	6585	5	Saccharide	deepbgc	0.57176	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_174824_1-9764.1	TLL22_bin.55	10436	opera_contig_174824	9763	12	Saccharide	deepbgc	0.77381	Isolate	Romboutsia_timonensis	FALSE	FALSE	TRUE
opera_contig_174827_73128-82150.1	TLL14_bin.20	9295	opera_contig_174827	9022	5	Saccharide	deepbgc	0.67175	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_174827_86584-89360.1	TLL14_bin.20	9294	opera_contig_174827	2776	3	Saccharide	deepbgc	0.67879	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_174835_0-5101.1	TLL14_bin.20	1883	opera_contig_174835	5101	5	RiPP	deepbgc	0.6824	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_174845_369-3942.1	TLL93_bin.26	15862	opera_contig_174845	3573	4	Other	deepbgc	0.62681	Isolate	Faecalibacterium_prausnitzii_G	FALSE	FALSE	TRUE
opera_contig_174865_191435-195071.1	TLL93_bin.88	1050	opera_contig_174865	3636	5	RiPP	deepbgc	0.72689	Isolate	Dorea_longicatena	FALSE	FALSE	TRUE
opera_contig_174868_1395204-1400776.1	TLL22_bin.88	5847	opera_contig_174868	5572	6	Polyketide	deepbgc	0.76389	Isolate	Dialister_sp900343095	FALSE	TRUE	FALSE
opera_contig_174868_1470321-1478770.1	TLL22_bin.88	719	opera_contig_174868	8449	12	RiPP	deepbgc	0.90408	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174868_158410-185560.1	TLL22_bin.88	10437	opera_contig_174868	27150	30	Saccharide	deepbgc	0.76435	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174868_189218-199648.1	TLL93_bin.88	2210	opera_contig_174868	10430	13	RiPP	deepbgc	0.81248	Isolate	Dorea_longicatena	FALSE	FALSE	TRUE
opera_contig_174868_2-13339.1	TLL22_bin.88	10438	opera_contig_174868	13337	15	Saccharide	deepbgc	0.77085	Isolate	Dialister_sp900343095	FALSE	FALSE	TRUE
opera_contig_174872_40647-46097.1	TLL22_bin.28	14586	opera_contig_174872	5450	7	Other	deepbgc	0.78613	Isolate	Enterobacter_nimipressuralis	FALSE	FALSE	TRUE
opera_contig_174873_15350-17630.1	TLL22_bin.28	15853	opera_contig_174873	2280	2	Other	deepbgc	0.56444	Isolate	Enterobacter_nimipressuralis	FALSE	FALSE	TRUE
opera_contig_174873_46960-60767.1	TLL22_bin.28	14014	opera_contig_174873	13807	12	Saccharide	deepbgc	0.69795	Isolate	Enterobacter_nimipressuralis	FALSE	FALSE	TRUE
opera_contig_174878_2-31862.1	TLL22_bin.28	14939	opera_contig_174878	31860	42	Other	deepbgc	0.89867	Isolate	Enterobacter_nimipressuralis	FALSE	TRUE	FALSE
opera_contig_174887_20837-38958.1	TLL22_bin.28	9362	opera_contig_174887	18121	19	Saccharide	deepbgc	0.962	Isolate	Enterobacter_nimipressuralis	FALSE	FALSE	TRUE
