BIN_ID	rep_cluster	GCF_final	CONTIG	LENGTH	NB_GENE	TYPE	detector	deepbgc_score	cat_name	anno_taxon	rep_cluster_fmt	in_HRGM	in_curated_db	novel
TLL24_bin.68	opera_contig_1094_1068-6709.1	8654	opera_contig_1094	5641	6	Saccharide	deepbgc	0.68906	Isolate	Dorea_formicigenerans	opera_contig_1094_1068-6709	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108398_7809-33783.1	8601	opera_contig_108398	25974	44	Saccharide	deepbgc	0.87899	Isolate	Dorea_formicigenerans	opera_contig_108398_7809-33783	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_5394_778-17972.1	4638	opera_contig_5394	17194	31	RiPP	deepbgc	0.7294	Isolate	Dorea_formicigenerans	opera_contig_5394_778-17972	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_455_11569-34783.1	4487	opera_contig_455	23214	36	RiPP	deepbgc	0.80386	Isolate	Dorea_formicigenerans	opera_contig_455_11569-34783	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_4602_1-2679.1	4497	opera_contig_4602	2678	6	RiPP	deepbgc	0.74477	Isolate	Dorea_formicigenerans	opera_contig_4602_1-2679	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108391_34795-44090.1	14493	opera_contig_108391	9295	14	Other	deepbgc	0.80263	Isolate	Dorea_formicigenerans	opera_contig_108391_34795-44090	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108387_1-22161.1	8600	opera_contig_108387	22160	28	Saccharide	deepbgc	0.95047	Isolate	Dorea_formicigenerans	opera_contig_108387_1-22161	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_470_673-24709.1	13334	opera_contig_470	24036	25	Saccharide	deepbgc	0.93725	Isolate	Dorea_formicigenerans	opera_contig_470_673-24709	TRUE	FALSE	FALSE
TLL24_bin.68	opera_contig_108393_6070-8135.1	729	opera_contig_108393	2065	3	RiPP	deepbgc	0.53468	Isolate	Dorea_formicigenerans	opera_contig_108393_6070-8135	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108431_129-16063.1	733	opera_contig_108431	15934	19	RiPP	deepbgc	0.77797	Isolate	Dorea_formicigenerans	opera_contig_108431_129-16063	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_427_41535-51324.1	4424	opera_contig_427	9789	15	RiPP	deepbgc	0.64572	Isolate	Dorea_formicigenerans	opera_contig_427_41535-51324	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108395_0-17768.1	730	opera_contig_108395	17768	21	RiPP	deepbgc	0.6231	Isolate	Dorea_formicigenerans	opera_contig_108395_0-17768	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108405_24593-34805.1	8603	opera_contig_108405	10212	13	Saccharide	deepbgc	0.71356	Isolate	Dorea_formicigenerans	opera_contig_108405_24593-34805	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_108402_930-24178.1	731	opera_contig_108402	23248	22	RiPP	deepbgc	0.69637	Isolate	Dorea_formicigenerans	opera_contig_108402_930-24178	FALSE	FALSE	TRUE
TLL24_bin.68	opera_contig_438_2412-29113.1	13258	opera_contig_438	26701	32	Saccharide	deepbgc	0.97188	Isolate	Dorea_formicigenerans	opera_contig_438_2412-29113	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107330_18987-32431.1	9419	opera_contig_107330	13444	18	Saccharide	deepbgc	0.93765	MAG	Clostridium_M_sp000431375	opera_contig_107330_18987-32431	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107389_3714-10801.1	705	opera_contig_107389	7087	12	RiPP	deepbgc	0.65954	MAG	Clostridium_M_sp000431375	opera_contig_107389_3714-10801	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107334_9678-14359.1	699	opera_contig_107334	4681	8	RiPP	deepbgc	0.62951	MAG	Clostridium_M_sp000431375	opera_contig_107334_9678-14359	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107349_593-21451.1	702	opera_contig_107349	20858	33	RiPP	deepbgc	0.6946	MAG	Clostridium_M_sp000431375	opera_contig_107349_593-21451	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107375_49-11104.1	14486	opera_contig_107375	11055	10	Terpene	deepbgc	0.7027	MAG	Clostridium_M_sp000431375	opera_contig_107375_49-11104	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_2147_0-4584.1	6916	opera_contig_2147	4584	5	Polyketide	deepbgc	0.75942	MAG	Clostridium_M_sp000431375	opera_contig_2147_0-4584	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107343_116-27824.1	8569	opera_contig_107343	27708	29	Saccharide	deepbgc	0.90016	MAG	Clostridium_M_sp000431375	opera_contig_107343_116-27824	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107401_3398-7865.1	14487	opera_contig_107401	4467	11	Other	deepbgc	0.78935	MAG	Clostridium_M_sp000431375	opera_contig_107401_3398-7865	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107323_45299-58272.1	8568	opera_contig_107323	12973	21	Saccharide	deepbgc	0.86612	MAG	Clostridium_M_sp000431375	opera_contig_107323_45299-58272	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107321_104173-110948.1	697	opera_contig_107321	6775	7	RiPP	deepbgc	0.7345	MAG	Clostridium_M_sp000431375	opera_contig_107321_104173-110948	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_7440_1359-6130.1	8240	opera_contig_7440	4771	9	Polyketide	deepbgc	0.76304	MAG	Clostridium_M_sp000431375	opera_contig_7440_1359-6130	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107382_0-7654.1	15958	opera_contig_107382	7654	11	Saccharide-Terpene	deepbgc	0.62168	MAG	Clostridium_M_sp000431375	opera_contig_107382_0-7654	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107348_4952-18092.1	701	opera_contig_107348	13140	17	RiPP	deepbgc	0.68899	MAG	Clostridium_M_sp000431375	opera_contig_107348_4952-18092	FALSE	FALSE	TRUE
TLL24_bin.69	opera_contig_107373_1-20855.1	703	opera_contig_107373	20854	29	RiPP	deepbgc	0.87728	MAG	Clostridium_M_sp000431375	opera_contig_107373_1-20855	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_810_5035-19924.1	8286	opera_contig_810	14889	22	Polyketide	deepbgc	0.62786	Isolate	Escherichia_flexneri	opera_contig_810_5035-19924	TRUE	FALSE	FALSE
TLL24_bin.7	opera_contig_2960_322-5099.1	12366	opera_contig_2960	4777	7	Saccharide	deepbgc	0.91881	Isolate	Escherichia_flexneri	opera_contig_2960_322-5099	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_172_31844-34508.1	2168	opera_contig_172	2664	4	RiPP	deepbgc	0.51185	Isolate	Escherichia_flexneri	opera_contig_172_31844-34508	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1217_241-5446.1	1039	opera_contig_1217	5205	7	RiPP	deepbgc	0.90543	Isolate	Escherichia_flexneri	opera_contig_1217_241-5446	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2498_219-3754.1	15285	opera_contig_2498	3535	4	Other	deepbgc	0.8159	Isolate	Escherichia_flexneri	opera_contig_2498_219-3754	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2645_1-4996.1	12030	opera_contig_2645	4995	5	Saccharide	deepbgc	0.98243	Isolate	Escherichia_flexneri	opera_contig_2645_1-4996	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_3236_37-5388.1	7561	opera_contig_3236	5351	7	Polyketide	deepbgc	0.66823	Isolate	Escherichia_flexneri	opera_contig_3236_37-5388	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_606_1-12314.1	8082	opera_contig_606	12313	19	Polyketide	deepbgc	0.81231	Isolate	Escherichia_flexneri	opera_contig_606_1-12314	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_763_4336-7710.1	8225	opera_contig_763	3374	3	Polyketide	deepbgc	0.58473	Isolate	Escherichia_flexneri	opera_contig_763_4336-7710	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2734_0-3403.1	7348	opera_contig_2734	3403	4	Polyketide	deepbgc	0.82369	Isolate	Escherichia_flexneri	opera_contig_2734_0-3403	TRUE	FALSE	FALSE
TLL24_bin.7	opera_contig_2246_217-10621.1	15168	opera_contig_2246	10404	10	Other	deepbgc	0.75261	Isolate	Escherichia_flexneri	opera_contig_2246_217-10621	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_861_2566-14294.1	8320	opera_contig_861	11728	19	Polyketide	deepbgc	0.68231	Isolate	Escherichia_flexneri	opera_contig_861_2566-14294	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_594_2584-18907.1	8067	opera_contig_594	16323	19	Polyketide	deepbgc	0.747	Isolate	Escherichia_flexneri	opera_contig_594_2584-18907	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1748_52-7105.1	10441	opera_contig_1748	7053	11	Saccharide	deepbgc	0.97919	Isolate	Escherichia_flexneri	opera_contig_1748_52-7105	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_566_1-15588.1	13522	opera_contig_566	15587	20	Saccharide	deepbgc	0.89552	Isolate	Escherichia_flexneri	opera_contig_566_1-15588	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1368_201-8207.1	14661	opera_contig_1368	8006	9	Other	deepbgc	0.6775	Isolate	Escherichia_flexneri	opera_contig_1368_201-8207	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_856_2-10283.1	5065	opera_contig_856	10281	13	RiPP	deepbgc	0.74865	Isolate	Escherichia_flexneri	opera_contig_856_2-10283	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2995_2-3696.1	7459	opera_contig_2995	3694	5	Polyketide	deepbgc	0.59637	Isolate	Escherichia_flexneri	opera_contig_2995_2-3696	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2251_61-4094.1	6995	opera_contig_2251	4033	5	Polyketide	deepbgc	0.61539	Isolate	Escherichia_flexneri	opera_contig_2251_61-4094	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1702_2-5942.1	6527	opera_contig_1702	5940	9	Polyketide	deepbgc	0.86959	Isolate	Escherichia_flexneri	opera_contig_1702_2-5942	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_3987_0-3650.1	7783	opera_contig_3987	3650	5	Polyketide	deepbgc	0.68601	Isolate	Escherichia_flexneri	opera_contig_3987_0-3650	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_3687_208-3216.1	7730	opera_contig_3687	3008	3	Polyketide	deepbgc	0.62899	Isolate	Escherichia_flexneri	opera_contig_3687_208-3216	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1406_3603-7149.1	15964	opera_contig_1406	3546	5	Polyketide-Terpene	deepbgc	0.57856	Isolate	Escherichia_flexneri	opera_contig_1406_3603-7149	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_2421_2-3887.1	3244	opera_contig_2421	3885	5	RiPP	deepbgc	0.62447	Isolate	Escherichia_flexneri	opera_contig_2421_2-3887	FALSE	FALSE	TRUE
TLL24_bin.7	opera_contig_1258_1-16132.1	14607	opera_contig_1258	16131	25	Other	deepbgc	0.72059	Isolate	Escherichia_flexneri	opera_contig_1258_1-16132	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_107763_39118-42597.1	8583	opera_contig_107763	3479	5	Saccharide	deepbgc	0.75056	Isolate	Agathobacter_rectale	opera_contig_107763_39118-42597	FALSE	FALSE	TRUE
TLL24_bin.70	TLL24_bin.70_c00055_opera_c...region001	5329	opera_contig_107774	22046	30	NRPS	antismash	NA	Isolate	Agathobacter_rectale	TLL24_bin.70_c00055_opera_c...region001	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_108444_1-5035.1	734	opera_contig_108444	5034	5	RiPP	deepbgc	0.58782	Isolate	Agathobacter_rectale	opera_contig_108444_1-5035	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_107782_0-18389.1	717	opera_contig_107782	18389	29	RiPP	deepbgc	0.75854	Isolate	Agathobacter_rectale	opera_contig_107782_0-18389	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_3703_1-2678.1	4274	opera_contig_3703	2677	4	RiPP	deepbgc	0.84582	Isolate	Agathobacter_rectale	opera_contig_3703_1-2678	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_215_32135-38617.1	15128	opera_contig_215	6482	10	Other	deepbgc	0.59461	Isolate	Agathobacter_rectale	opera_contig_215_32135-38617	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_107757_98570-100784.1	716	opera_contig_107757	2214	2	RiPP	deepbgc	0.57264	Isolate	Agathobacter_rectale	opera_contig_107757_98570-100784	FALSE	FALSE	TRUE
TLL24_bin.70	opera_contig_2830_1-2619.1	3650	opera_contig_2830	2618	4	RiPP	deepbgc	0.88341	Isolate	Agathobacter_rectale	opera_contig_2830_1-2619	FALSE	FALSE	TRUE
TLL24_bin.71	opera_contig_164_24428-29184.1	2025	opera_contig_164	4756	4	RiPP	deepbgc	0.61559	MAG	Faecalibacterium_SGB_15346	opera_contig_164_24428-29184	FALSE	FALSE	TRUE
TLL24_bin.71	opera_contig_3_70671-72805.1	13114	opera_contig_3	2134	2	Saccharide	deepbgc	0.78594	MAG	Faecalibacterium_SGB_15346	opera_contig_3_70671-72805	FALSE	FALSE	TRUE
TLL24_bin.71	opera_contig_3_158074-161474.1	5665	opera_contig_3	3400	3	NRP	deepbgc	0.58718	MAG	Faecalibacterium_SGB_15346	opera_contig_3_158074-161474	FALSE	FALSE	TRUE
TLL24_bin.8	opera_contig_108552_421268-458831.1	8604	opera_contig_108552	37563	44	Saccharide	deepbgc	0.81499	MAG	Blautia_A_sp900066335	opera_contig_108552_421268-458831	TRUE	FALSE	FALSE
TLL24_bin.9	opera_contig_108902_42787-66621.1	8617	opera_contig_108902	23834	24	Saccharide	deepbgc	0.93216	MAG	Eubacterium_R_sp003526845	opera_contig_108902_42787-66621	FALSE	FALSE	TRUE
TLL24_bin.9	opera_contig_108901_187619-201554.1	8616	opera_contig_108901	13935	14	Saccharide	deepbgc	0.77301	MAG	Eubacterium_R_sp003526845	opera_contig_108901_187619-201554	FALSE	FALSE	TRUE
TLL25_bin.1	opera_contig_145915_197394-243446.1	9501	opera_contig_145915	46052	40	Saccharide	deepbgc	0.94065	Isolate	Dorea_longicatena	opera_contig_145915_197394-243446	TRUE	FALSE	FALSE
TLL25_bin.11	opera_contig_142558_163357-167686.1	9395	opera_contig_142558	4329	5	Saccharide	deepbgc	0.61664	MAG	Gemmiger_sp003476825	opera_contig_142558_163357-167686	FALSE	FALSE	TRUE
TLL25_bin.11	opera_contig_142557_113753-120592.1	1396	opera_contig_142557	6839	9	RiPP	deepbgc	0.68569	MAG	Gemmiger_sp003476825	opera_contig_142557_113753-120592	FALSE	FALSE	TRUE
TLL25_bin.11	opera_contig_142553_272241-295108.1	11052	opera_contig_142553	22867	19	Saccharide	deepbgc	0.91398	MAG	Gemmiger_sp003476825	opera_contig_142553_272241-295108	FALSE	FALSE	TRUE
TLL25_bin.19	opera_contig_145864_311-4254.1	1460	opera_contig_145864	3943	4	RiPP	deepbgc	0.61074	Isolate	Faecalibacterium_prausnitzii_G	opera_contig_145864_311-4254	FALSE	FALSE	TRUE
TLL25_bin.19	opera_contig_145839_14-8149.1	1459	opera_contig_145839	8135	12	RiPP	deepbgc	0.61892	Isolate	Faecalibacterium_prausnitzii_G	opera_contig_145839_14-8149	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_836_31-12551.1	15852	opera_contig_836	12520	18	Other	deepbgc	0.58014	Isolate	Roseburia_hominis	opera_contig_836_31-12551	TRUE	FALSE	FALSE
TLL25_bin.21	opera_contig_143624_8103-30731.1	13631	opera_contig_143624	22628	27	Saccharide	deepbgc	0.90597	Isolate	Roseburia_hominis	opera_contig_143624_8103-30731	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_143639_481-19289.1	9427	opera_contig_143639	18808	29	Saccharide	deepbgc	0.99649	Isolate	Roseburia_hominis	opera_contig_143639_481-19289	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_143621_32547-34840.1	15965	opera_contig_143621	2293	3	NRP-Polyketide	deepbgc	0.56691	Isolate	Roseburia_hominis	opera_contig_143621_32547-34840	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_1485_0-7863.1	1491	opera_contig_1485	7863	9	RiPP	deepbgc	0.68467	Isolate	Roseburia_hominis	opera_contig_1485_0-7863	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_143637_19146-22094.1	6212	opera_contig_143637	2948	4	Polyketide	deepbgc	0.5054	Isolate	Roseburia_hominis	opera_contig_143637_19146-22094	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_2857_37-4361.1	7399	opera_contig_2857	4324	5	Polyketide	deepbgc	0.95925	Isolate	Roseburia_hominis	opera_contig_2857_37-4361	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_327_0-25477.1	12730	opera_contig_327	25477	39	Saccharide	deepbgc	0.96207	Isolate	Roseburia_hominis	opera_contig_327_0-25477	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_595_2-5461.1	15761	opera_contig_595	5459	5	Terpene	deepbgc	0.79607000000000006	Isolate	Roseburia_hominis	opera_contig_595_2-5461	TRUE	FALSE	FALSE
TLL25_bin.21	opera_contig_143684_0-7636.1	1421	opera_contig_143684	7636	11	RiPP	deepbgc	0.91645	Isolate	Roseburia_hominis	opera_contig_143684_0-7636	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_4240_694-7272.1	13219	opera_contig_4240	6578	8	Saccharide	deepbgc	0.95879	Isolate	Roseburia_hominis	opera_contig_4240_694-7272	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_143619_28963-31953.1	5528	opera_contig_143619	2990	5	NRP	deepbgc	0.72022	Isolate	Roseburia_hominis	opera_contig_143619_28963-31953	FALSE	FALSE	TRUE
TLL25_bin.21	opera_contig_143673_5416-9171.1	1420	opera_contig_143673	3755	3	RiPP	deepbgc	0.62645	Isolate	Roseburia_hominis	opera_contig_143673_5416-9171	FALSE	FALSE	TRUE
TLL25_bin.27	opera_contig_143407_403124-411502.1	14276	opera_contig_143407	8378	10	Saccharide	deepbgc	0.89222	Isolate	Ruminococcus_E_bromii_B	opera_contig_143407_403124-411502	FALSE	FALSE	TRUE
TLL25_bin.28	opera_contig_142655_15106-20009.1	9399	opera_contig_142655	4903	7	Saccharide	deepbgc	0.7754	Isolate	Blautia_A_massiliensis	opera_contig_142655_15106-20009	FALSE	FALSE	TRUE
TLL25_bin.28	opera_contig_4383_3493-6211.1	4447	opera_contig_4383	2718	5	RiPP	deepbgc	0.591	Isolate	Blautia_A_massiliensis	opera_contig_4383_3493-6211	FALSE	FALSE	TRUE
TLL25_bin.28	opera_contig_142620_46405-81137.1	9397	opera_contig_142620	34732	28	Saccharide	deepbgc	0.94554	Isolate	Blautia_A_massiliensis	opera_contig_142620_46405-81137	TRUE	FALSE	FALSE
TLL25_bin.31	opera_contig_11_161571-184314.1	8915	opera_contig_11	22743	20	Saccharide	deepbgc	0.89753	MAG	Erysipelotrichaceae_SGB_6836	opera_contig_11_161571-184314	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143129_21051-28875.1	6201	opera_contig_143129	7824	6	Polyketide	deepbgc	0.59918	Isolate	Klebsiella_pneumoniae	opera_contig_143129_21051-28875	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143117_8410-14355.1	7235	opera_contig_143117	5945	4	Polyketide	deepbgc	0.56018	Isolate	Klebsiella_pneumoniae	opera_contig_143117_8410-14355	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143158_480-2564.1	6203	opera_contig_143158	2084	2	Polyketide	deepbgc	0.56719	Isolate	Klebsiella_pneumoniae	opera_contig_143158_480-2564	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143164_2-6308.1	6204	opera_contig_143164	6306	7	Polyketide	deepbgc	0.7407	Isolate	Klebsiella_pneumoniae	opera_contig_143164_2-6308	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143093_11161-17532.1	6471	opera_contig_143093	6371	8	Polyketide	deepbgc	0.71864	Isolate	Klebsiella_pneumoniae	opera_contig_143093_11161-17532	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143141_9080-17036.1	1405	opera_contig_143141	7956	13	RiPP	deepbgc	0.74756	Isolate	Klebsiella_pneumoniae	opera_contig_143141_9080-17036	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143103_20219-25034.1	1404	opera_contig_143103	4815	7	RiPP	deepbgc	0.64941	Isolate	Klebsiella_pneumoniae	opera_contig_143103_20219-25034	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143076_80889-86335.1	14692	opera_contig_143076	5446	6	Other	deepbgc	0.63373	Isolate	Klebsiella_pneumoniae	opera_contig_143076_80889-86335	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143090_50044-52711.1	15045	opera_contig_143090	2667	4	Other	deepbgc	0.52941	Isolate	Klebsiella_pneumoniae	opera_contig_143090_50044-52711	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143161_334-6161.1	1406	opera_contig_143161	5827	7	RiPP	deepbgc	0.59432	Isolate	Klebsiella_pneumoniae	opera_contig_143161_334-6161	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143128_18842-23179.1	6200	opera_contig_143128	4337	4	Polyketide	deepbgc	0.57754	Isolate	Klebsiella_pneumoniae	opera_contig_143128_18842-23179	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143127_273-4918.1	9416	opera_contig_143127	4645	8	Saccharide	deepbgc	0.59278	Isolate	Klebsiella_pneumoniae	opera_contig_143127_273-4918	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143145_458-14641.1	6202	opera_contig_143145	14183	20	Polyketide	deepbgc	0.74977	Isolate	Klebsiella_pneumoniae	opera_contig_143145_458-14641	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143172_310-7462.1	6289	opera_contig_143172	7152	9	Polyketide	deepbgc	0.64235	Isolate	Klebsiella_pneumoniae	opera_contig_143172_310-7462	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143170_431-5826.1	14695	opera_contig_143170	5395	12	Other	deepbgc	0.88218	Isolate	Klebsiella_pneumoniae	opera_contig_143170_431-5826	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143191_0-2731.1	14697	opera_contig_143191	2731	4	Other	deepbgc	0.66415	Isolate	Klebsiella_pneumoniae	opera_contig_143191_0-2731	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_17_123189-127880.1	14955	opera_contig_17	4691	4	Other	deepbgc	0.72621	Isolate	Klebsiella_pneumoniae	opera_contig_17_123189-127880	FALSE	FALSE	TRUE
TLL25_bin.33	TLL25_bin.33_c00130_opera_c...region001	261	opera_contig_143162	7683	7	bacteriocin	antismash	NA	Isolate	Klebsiella_pneumoniae	TLL25_bin.33_c00130_opera_c...region001	TRUE	TRUE	FALSE
TLL25_bin.33	opera_contig_1331_194-12794.1	1272	opera_contig_1331	12600	12	RiPP	deepbgc	0.82652	Isolate	Klebsiella_pneumoniae	opera_contig_1331_194-12794	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143119_1-5963.1	6199	opera_contig_143119	5962	6	Polyketide	deepbgc	0.57879	Isolate	Klebsiella_pneumoniae	opera_contig_143119_1-5963	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_143111_0-3408.1	6198	opera_contig_143111	3408	3	Polyketide	deepbgc	0.61108	Isolate	Klebsiella_pneumoniae	opera_contig_143111_0-3408	FALSE	FALSE	TRUE
TLL25_bin.33	opera_contig_3769_12-4654.1	15606	opera_contig_3769	4642	6	Other	deepbgc	0.66437	Isolate	Klebsiella_pneumoniae	opera_contig_3769_12-4654	FALSE	FALSE	TRUE
TLL25_bin.36	opera_contig_145460_186057-193792.1	14938	opera_contig_145460	7735	10	Other	deepbgc	0.80513	Isolate	Romboutsia_timonensis	opera_contig_145460_186057-193792	FALSE	FALSE	TRUE
TLL25_bin.4	opera_contig_143778_97653-112535.1	9431	opera_contig_143778	14882	17	Saccharide	deepbgc	0.76575	Isolate	Lactobacillus_B_ruminis	opera_contig_143778_97653-112535	FALSE	FALSE	TRUE
TLL25_bin.4	TLL25_bin.4_c00007_opera_c...region001	489	opera_contig_143785	6189	8	bacteriocin	antismash	NA	Isolate	Lactobacillus_B_ruminis	TLL25_bin.4_c00007_opera_c...region001	FALSE	FALSE	TRUE
TLL25_bin.4	TLL25_bin.4_c00005_opera_c...region001	520	opera_contig_143781	20150	12	lassopeptide	antismash	NA	Isolate	Lactobacillus_B_ruminis	TLL25_bin.4_c00005_opera_c...region001	FALSE	FALSE	TRUE
TLL25_bin.4	TLL25_bin.4_c00004_opera_c...region002	186	opera_contig_143780	13870	9	lassopeptide	antismash	NA	Isolate	Lactobacillus_B_ruminis	TLL25_bin.4_c00004_opera_c...region002	FALSE	TRUE	FALSE
TLL25_bin.40	TLL25_bin.40_c00015_opera_c...region001	184	opera_contig_1346	11940	15	lanthipeptide	antismash	NA	MAG	Clostridium_SGB_6179	TLL25_bin.40_c00015_opera_c...region001	TRUE	TRUE	FALSE
TLL25_bin.40	opera_contig_145360_91974-103221.1	1450	opera_contig_145360	11247	10	RiPP	deepbgc	0.53634	MAG	Clostridium_SGB_6179	opera_contig_145360_91974-103221	FALSE	FALSE	TRUE
TLL25_bin.40	opera_contig_14_53745-60300.1	9600	opera_contig_14	6555	8	Saccharide	deepbgc	0.65917	MAG	Clostridium_SGB_6179	opera_contig_14_53745-60300	FALSE	FALSE	TRUE
TLL25_bin.40	opera_contig_210_881-30256.1	13419	opera_contig_210	29375	31	Saccharide	deepbgc	0.7311	MAG	Clostridium_SGB_6179	opera_contig_210_881-30256	FALSE	FALSE	TRUE
TLL25_bin.41	opera_contig_145054_65440-76545.1	7726	opera_contig_145054	11105	10	Polyketide	deepbgc	0.59321	MAG	Eggerthellaceae_SGB_14325	opera_contig_145054_65440-76545	FALSE	FALSE	TRUE
TLL25_bin.41	opera_contig_16_533-17264.1	10285	opera_contig_16	16731	15	Saccharide	deepbgc	0.89586	MAG	Eggerthellaceae_SGB_14325	opera_contig_16_533-17264	FALSE	FALSE	TRUE
TLL25_bin.41	opera_contig_145053_87256-100948.1	9473	opera_contig_145053	13692	17	Saccharide	deepbgc	0.86784	MAG	Eggerthellaceae_SGB_14325	opera_contig_145053_87256-100948	FALSE	FALSE	TRUE
TLL25_bin.42	opera_contig_604_2854-9182.1	5715	opera_contig_604	6328	5	NRP	deepbgc	0.60372	Isolate	Bifidobacterium_bifidum	opera_contig_604_2854-9182	FALSE	FALSE	TRUE
TLL25_bin.42	opera_contig_1857_2-5370.1	2331	opera_contig_1857	5368	2	RiPP	deepbgc	0.5372	Isolate	Bifidobacterium_bifidum	opera_contig_1857_2-5370	FALSE	FALSE	TRUE
TLL25_bin.43	TLL25_bin.43_opera_contig_838.region001	14373	opera_contig_838	13924	17	betalactone	antismash	NA	MAG	Adlercreutzia_UMGS479	TLL25_bin.43_opera_contig_838.region001	FALSE	FALSE	TRUE
TLL25_bin.43	opera_contig_715_0-14751.1	4908	opera_contig_715	14751	12	RiPP	deepbgc	0.6727	MAG	Adlercreutzia_UMGS479	opera_contig_715_0-14751	FALSE	FALSE	TRUE
